,Sentence,Emotion
1161,The outrageous conduct of a relative towards me and those close á to me.(blaming us and lying),anger
1162,We had to finish the life of our 8 year-old dog.,sadness
1163,A very drunk person.,digust
1164,"An argument that grew out of an ordinary conversation with a á person very close to me, when we should have been having a good á time together.",shame
1165,"While trying to get my little brother over a ditch, he fell on á his head and started crying.  I was scared of having caused him á permanent injury.",guilty
1166,[ A chat on the telephone with a friend.],joy
1167,"[ Meeting some new (unpleasant) people or some new, demanding á situation.]",fear
1168,"[ For example, unfair pushing in a bus.]",anger
1169,"[ When I am, in my opinion, not understood correctly. ]",sadness
1170,[ When some people act very important in any situation.],digust
1171,"[ Generally, when I am late in attending to matters (for example á paying bills).]",shame
1172,"[ If one has planned to do something \important\"" and then, for á",guilty
1173,"I was in a dancing-tavern and the atmosphere was one of waiting á for the end of the world.  Suddenly people began dancing wildly, á inspired by the band.  An unbelievable experience : wonderful á that even Finns sometimes flare up and forget to think \what á",joy
1174,"I was travelling back home by boat with two friends of mine after á a lovely holiday trip.  The night and the sea were dark, and the á wind was blowing.  I feared that death was there on the boat, I á somehow felt sure about it.  I feared being left alone.",fear
1175,"I was at home, filling my tax report.  Nobody had time to help á me.  I would have liked to do it quickly so that I could go and á meet a friend of mine who had just returned from hospital.  I got á angry as both my brother and my father refused to give me their calculator á as I had not asked for it nicely.  I could not leave as I á had to wait for help and the tax report had to be done.",anger
1176,"I tried to talk to my parents over the phone, as I wanted to go á home for the week-end and I knew that I would not be able to bear á it.  I tried to reduce the gulf and the conflict between us by á talking in order to unite our worlds.  Result : hysterical mess, á blinding and blaming.",sadness
1177,My mother called me because she had read through the enveloppe a letter á addressed to me.  She denied having read it intentionally and á said \the words just popped out through the enveloppe as the sun á,digust
1178,"I feared that I would have to describe my sexual life to an á older, strange woman.",shame
1179,When I moved away from home.,guilty
1180,The inflammation of the ear of my child got cured and the doctor á said that the ear was completely all right.,joy
1181,My husband suddenly fell ill seriously and during the medical á examinations we did not know what would follow.,fear
1182,The housing council asked the city to cut 40 linden trees so that á the inhabitants of the lower floors would have a view to the sea.,anger
1183,"My child, unexpectedly started acting in a restless and á disturbing way at school.  In addition his performance at school á weakened.",sadness
1184,"On a trip abroad, a lady-like member of our group turned out to á be an alcoholic.  She spoilt many days of my holidays because of á her behaviour and paranoia.",digust
1185,I failed an exam which I thought I would certainly pass.,shame
1186,"I had been guilty of gossiping and blaming others, and one of my á superiors at the workplace made a formal reprimand.",guilty
1187,When a student of mine (at music) performed and played remarkably well.,joy
1188,When climbing up the stairs to the top of a ski-jumping hill.,fear
1189,My boy-friend came home late one night without having told me á about it before.,anger
1190,The breaking up of a long lasting relationship.,sadness
1191,"While watching the movie called \Deer hunter\"" on TV, when it á",digust
1192,When I noticed that a person I found attractive had seen me á picking my nose.,shame
1193,When I think that I have been too stict or narrow minded towards á my students.,guilty
1194,When I made up with a girl-friend of mine after having been on á unfriendly terms with her (my fault).  I cried with joy that á evening.,joy
1195,"While cycling in the country, I came across a large herd of á cows.",fear
1196,When I heard that my step-mother had treated my mother in a wrong á manner.,anger
1197,When my friend did not pass the high school graduation á examinations.,sadness
